,blockF,blockT,Trips_median,Trips_mean,Trips_sum,dist,x_f,y_f,x_t,y_t,placeF,placeT,Lat_from,Lon_from,Lat_to,Lon_to,network_node_id_ori,network_node_id_dest,driving_dist,driving_time,Walk_to_start_time,Walk_from_end_time,In_vehicle_time
773,22,49.0,1.0,1.2941176470588236,22,34403.17225471274,631591.0398333875,4372017.175096366,620689.3389283568,4404507.044937998,Oroville East,Paradise,39.48770140219204,-121.46980299994343,39.78195781932388,-121.59060736023324,86387181.0,86473153.0,44663.12699999999,36.40666666666669,22.903726434022538,3.479568666865229,
774,22,50.0,1.0,1.2666666666666666,19,33675.50421603679,631591.0484333971,4372017.17693754,619655.5180557624,4403506.581665411,Oroville East,Paradise,39.48770141746029,-121.46980289960871,39.77309215452295,-121.60285904015667,86387181.0,86435084.0,44769.79400000001,37.27,22.903677980025027,6.334223457558884,
775,22,51.0,5.0,6.535714285714286,183,34374.02879391942,631591.052187237,4372017.176936455,617447.7982428848,4403346.539237175,Oroville East,Paradise,39.48770141687614,-121.46980285597226,39.77195798582741,-121.62865876980182,86387181.0,86422705.0,44991.03500000002,37.61166666666664,22.903666077726296,14.487632798468065,
776,22,52.0,4.0,4.869565217391305,112,33220.11258257269,631591.0398333875,4372017.174950275,620897.9449446998,4403507.235068467,Oroville East,Paradise,39.48770140087614,-121.46980299997227,39.7729225167902,-121.58835601804151,86387181.0,86556902.0,44102.772999999994,36.04333333333335,22.903728112766295,6.051186580652198,
777,22,53.0,1.0,1.0,3,34209.518262845544,631591.0398333875,4372017.174950275,620954.3283463353,4404513.977692701,Oroville East,Paradise,39.48770140087614,-121.46980299997227,39.781982647693525,-121.58751245922299,86387181.0,86430386.0,44562.72499999999,36.27166666666669,22.903728112766295,1.7271080932303111,
778,22,54.0,1.0,1.375,11,32495.41682718293,631591.0398333875,4372017.174950275,621414.3669141424,4402877.950103648,Oroville East,Paradise,39.48770140087614,-121.46980299997227,39.76718080696707,-121.58244412243845,86387181.0,86552387.0,44221.50499999997,35.898333333333326,22.903728112766295,15.011914040612766,
779,22,55.0,1.0,1.4,7,30437.938432957624,627644.297247519,4374914.76724463,620914.2236571416,4402715.279701224,Oroville East,Paradise,39.51439645132036,-121.51512733799026,39.76578672965754,-121.5883117314827,4683977480.0,9454567675.0,36804.182,27.73833333333333,13.808924134349382,11.295234020945141,
780,22,56.0,1.0,1.0,1,31753.876139031505,631591.0398333875,4372017.174950275,620064.9964764469,4401605.330931797,Oroville East,Paradise,39.48770140087614,-121.46980299997227,39.75590905206539,-121.59842649181141,86387181.0,86593845.0,41928.715000000004,33.39000000000001,22.903728112766295,9.080385796862664,
781,22,57.0,1.0,1.1666666666666667,7,27985.677049839745,627697.1414777851,4373636.589761872,616259.9661160675,4399151.021474758,Oroville East,Paradise,39.502875373081125,-121.51475799137872,39.734329243082065,-121.64326617129305,86613496.0,86454479.0,38381.979,28.95333333333333,3.28417003099872,15.871397605428541,
782,22,60.0,1.0,1.0,4,44382.7309603365,631591.0484333971,4372017.175096366,621404.9980790475,4416647.076141182,Oroville East,Magalia,39.48770140087614,-121.46980289997228,39.89120480094,-121.58000179997441,86387181.0,86432952.0,59558.46700000002,51.19666666666667,22.903699137137625,60.68539518506339,
783,22,61.0,3.0,3.064516129032258,95,39170.27547448405,631587.6946812889,4372017.099450014,619799.9164421568,4409314.32958582,Oroville East,Magalia,39.4877012326575,-121.46984190073324,39.82538468636091,-121.6001129964553,86387181.0,86550720.0,51395.79100000001,43.770000000000024,22.91524504634052,5.30698111584085,
784,22,62.0,3.0,4.612903225806452,143,30521.1869393482,623873.0595962516,4380204.788949189,620218.9009606764,4410499.248733394,Oroville East,Magalia,39.56259918301677,-121.55799865720157,39.83599850093115,-121.59500099997506,86491242.0,86552000.0,39731.683000000005,37.89833333333333,41.94256935380583,3.1499329092571324,
785,22,64.0,11.0,10.891891891891891,403,38572.0263694038,631591.0521489093,4372017.176936455,619849.8828916216,4408754.75406496,Oroville East,Magalia,39.487701416882004,-121.46980285641779,39.820337330691544,-121.59963163147711,86387181.0,86491779.0,51780.960000000014,44.288333333333355,22.903666199377046,8.617217694917855,
786,22,65.0,3.0,3.111111111111111,28,36471.743421155246,628165.6438615584,4371584.815158527,619954.0501182359,4406554.375679435,Oroville East,Magalia,39.4843242101226,-121.50970531573817,39.80050295383629,-121.5988173681306,86527072.0,86611301.0,47847.776000000005,39.38999999999999,21.620763982263878,14.282888629592346,
787,22,67.0,1.0,1.8,27,40465.0680185832,631577.6592249932,4372017.176936455,619245.6442033998,4411571.58291609,Oroville East,Magalia,39.48770346605192,-121.46995854299517,39.84579460012168,-121.60617697144754,86387181.0,86493857.0,54076.456000000006,47.23000000000002,22.946687482166382,5.06679057793895,
788,22,68.0,1.0,1.1111111111111112,10,37827.28866656169,631591.0398333875,4372017.174950275,620047.2802553931,4408144.682532128,Oroville East,Magalia,39.48770140087614,-121.46980299997227,39.81481432620856,-121.59743754967936,86387181.0,86582037.0,50886.615000000005,43.358333333333356,22.903728112766295,6.575259202064428,
789,22,69.0,5.0,6.333333333333333,209,39995.291469868695,631584.3495291903,4372017.175096366,618810.5989560795,4410549.769431138,Oroville East,Magalia,39.48770242586078,-121.46988077164899,39.8366516986178,-121.61144608911823,86387181.0,86640232.0,56283.491000000016,50.20000000000002,22.92508986123502,14.117375907386478,
790,22,74.0,1.0,2.647058823529412,45,26610.223346408977,628508.4453402885,4373765.641138494,622456.867814532,4399563.22281995,Oroville East,Paradise,39.50391689003934,-121.50529983393321,39.73717452425777,-121.57089332573678,86536567.0,86494067.0,34888.99699999999,24.92833333333332,0.6133631532200623,42.544634741575365,
791,22,76.0,1.0,1.2,6,31289.16057448438,628502.6766480438,4371869.885337686,615854.0421916752,4400350.680134571,Oroville East,Paradise,39.48684170112227,-121.50573262096246,39.74519066069509,-121.6477907796746,86442175.0,86382042.0,40098.430000000015,31.09833333333333,22.91861875855435,4.097937899519104,
792,23,1.0,9.0,10.289473684210526,391,41126.47168360058,625641.0316124477,4366149.410304805,599975.4522312814,4398357.610552616,Palermo,Chico,39.43573615940895,-121.54007557393133,39.72924723920601,-121.83338407354462,86389165.0,86556027.0,45669.31400000002,30.540000000000006,11.578357585653094,1.7342556457499585,
793,23,2.0,57.0,61.07692307692308,2382,7588.819623753554,624612.3592897027,4366394.296718631,623392.4233634952,4373890.600762222,Palermo,Oroville,39.43809144060053,-121.5519792762445,39.50579219816577,-121.56476398588565,86478861.0,86555941.0,8910.642000000002,8.68166666666667,3.5169497347617464,1.3955672812471371,
794,23,4.0,2.0,2.6129032258064515,81,7189.99157343752,619776.1738189121,4364017.615077969,613253.5334307604,4363759.022731509,Palermo,Biggs,39.41736819200633,-121.60858679991772,39.41592024994793,-121.68438340176532,86545965.0,86587336.0,18549.884,14.968333333333335,20.92356543357573,27.28015342479625,26.916666666666668
795,23,5.0,9.0,11.717948717948715,457,7426.211343911654,620070.0264029114,4359885.890479768,613915.4700500406,4358368.40129228,Palermo,Gridley,39.380108477756586,-121.60591531153355,39.36727247893405,-121.67761302388199,86504750.0,86391519.0,7528.894000000001,7.926666666666668,46.818185155578234,11.243386341926827,
796,23,6.0,3.0,7.129032258064516,221,9382.211596334404,627761.557653521,4366040.187410521,635106.7616959675,4362329.372290284,Palermo,Bangor,39.434440480835356,-121.51546404605585,39.3998955430647,-121.43089473922782,86516308.0,86413219.0,10656.884,14.975,36.76090395647158,125.16727738081451,10.15
797,23,7.0,1.0,1.2,24,25329.985979796274,625031.659863237,4366278.907382764,638500.834923931,4387730.935560096,Palermo,Berry Creek,39.43699128764581,-121.54712998127424,39.628148930375225,-121.38620471003436,86450225.0,86468024.0,38219.92500000001,41.52,4.803852328295337,152.2364385955696,
798,23,10.0,2.0,2.4516129032258065,76,19205.095951898245,624645.956790097,4365946.055709294,622328.2967280885,4384930.946225941,Palermo,Butte Valley,39.43404891709626,-121.55167261195047,39.60539250525776,-121.57510415568395,86545428.0,86380588.0,26464.372000000003,20.451666666666664,1.8926048692255155,93.6180176297665,
799,23,11.0,1.0,1.0,6,22152.4329819254,622952.2794499955,4365983.319196067,625841.0589508018,4387298.120222748,Palermo,Cherokee,39.43462793229678,-121.57133971536949,39.626205747851,-121.53374956199333,86486894.0,86591200.0,27799.50799999999,26.666666666666664,5.586401988693626,129.63072092280453,
800,23,12.0,1.0,1.0,2,39094.444167465335,622690.5391779793,4364964.334959686,660919.2860388465,4368571.363801493,Palermo,Clipper Mills,39.42548634064474,-121.57456723259051,39.45168201822136,-121.1297477855356,86413628.0,86370251.0,45650.066000000006,44.41500000000001,11.714558639785341,347.9962821488954,
801,23,13.0,1.0,1.5384615384615383,20,58205.1328949582,625494.567548633,4365649.853830099,599965.1367642352,4417423.824771632,Palermo,Cohasset,39.431257620650854,-121.54187076592727,39.90100100094174,-121.83059699998066,86472765.0,8447565685.0,67943.22699999998,47.855000000000004,11.22055630763474,125.46485736782166,
802,23,14.0,1.5,1.5,3,39434.11054117759,625670.0505220955,4362763.990322442,627475.8691271746,4402001.166154145,Palermo,Concow,39.40523683278413,-121.54037479576127,39.758397692664644,-121.51186590223924,7311000055.0,86436806.0,50274.651999999995,39.908333333333346,41.5759250362668,83.8512642438764,
803,23,15.0,1.5,3.533333333333333,106,32138.551534414662,625455.2571464032,4365381.920414116,603957.2266455049,4387725.71538095,Palermo,Durham,39.428849862829814,-121.5423776752689,39.632996000899,-121.7886049999807,86506609.0,86463238.0,39632.310000000005,30.21833333333333,12.71895776342941,20.921055345938317,
804,23,17.0,1.0,1.0,2,52454.77804135556,624211.1678706729,4365568.869673379,614618.6547849514,4416790.068029422,Palermo,Forest Ranch,39.43071408130608,-121.55679326340154,39.893437430976626,-121.6593312240628,86385921.0,86549904.0,68506.69100000002,44.88499999999996,8.33906814385512,81.38185210202542,
805,23,18.0,3.0,3.6486486486486487,135,9193.534237743834,625000.6009754142,4363786.165530587,622846.327869118,4355003.119742618,Palermo,Honcut,39.41454168591373,-121.54795693302223,39.33573383905468,-121.57458437840718,86450258.0,86411094.0,14464.231,16.395,27.92435581436945,83.99703595978511,
806,23,19.0,2.0,3.703703703703704,100,8481.783136990976,630958.5394744705,4368868.929605716,632256.0436689933,4374850.776336214,Palermo,Kelly Ridge,39.459440337527234,-121.47777380675822,39.5131225623563,-121.46150992232843,86588819.0,86466514.0,8037.192,7.833333333333334,41.86075647094713,11.853825488649308,
807,23,21.0,1.0,1.0,7,59808.92263807938,624963.4909864134,4365922.019671919,585036.2603308582,4413874.898149775,Palermo,Nord,39.43378641156209,-121.54798861832678,39.870659544839704,-122.00567164032663,86450297.0,86513373.0,67215.908,44.15666666666666,4.133943399792648,149.74344081332308,
808,23,22.0,34.0,36.02564102564103,1405,7994.292157510987,625634.1233381694,4366601.915277137,629451.8121891117,4372009.78920333,Palermo,Oroville East,39.439813216778184,-121.54007072190197,39.48795954270353,-121.49467217212054,86478905.0,86414944.0,9136.263999999997,9.261666666666663,12.927264583833116,24.27296082114908,
809,23,24.0,32.0,32.61538461538461,1272,13471.413947547,624880.9524172058,4366072.381918289,637890.8015403633,4368984.628466181,Palermo,Rackerby,39.435152809287,-121.54891928182465,39.45940000087171,-121.39719999996937,86410754.0,86453777.0,28430.373000000007,30.086666666666662,2.5656105469643484,90.06783935613926,
